company_name,url,city,state,country,employees,linkedin_url,founded,Industry,GrowjoRanking,Previous Ranking,estimated_revenues,job_openings,keywords,LeadInvestors,Accelerator,btype,valuation,total_funding,product_url,indeed_url,growth_percentage,contact_info
NewtonX,newtonx.com,New York,NY,United States,226,http://www.linkedin.com/company/newtonx,,Tech Services,913,920,36942375,5,"B2B, Marketplaces, Artificial Intelligence","XFund, Third Prime Capital",,,,$47M,https://www.growjo.com/company/NewtonX,https://www.indeed.com/jobs?q=company%3A(NewtonX),74%,For Contact Direct Phone Numbers and Emails see Lead411
Token,token.io,San Francisco,,United States,99,http://www.linkedin.com/company/token-inc-,2015,Fintech,914,921,13520000,2,saas,,,,,$50M,https://www.growjo.com/company/Token,https://www.indeed.com/jobs?q=company%3A(Token),74%,For Contact Direct Phone Numbers and Emails see Lead411
Canela Media,canelamedia.com,New York,NY,United States,110,http://www.linkedin.com/company/canela-media,,Marketing,915,922,29000000,1,,,,,,$45M,https://www.growjo.com/company/Canela_Media,https://www.indeed.com/jobs?q=company%3A(Canela Media),75%,For Contact Direct Phone Numbers and Emails see Lead411
Hydrostor,hydrostor.ca,Toronto,ON,CAN,51,http://www.linkedin.com/company/hydrostor-inc-,2010,Energy/Oil,916,923,14773500,1,,,,,,,https://www.growjo.com/company/Hydrostor,https://www.indeed.com/jobs?q=company%3A(Hydrostor),89%,For Contact Direct Phone Numbers and Emails see Lead411
Electric Hydrogen,eh2.com,Natick,MA,USA,151,http://www.linkedin.com/company/electric-h2,,Environmental,917,924,41580000,1,,,,,,,https://www.growjo.com/company/Electric_Hydrogen,https://www.indeed.com/jobs?q=company%3A(Electric Hydrogen),160%,For Contact Direct Phone Numbers and Emails see Lead411
Aquant,aquant.io,New York,NY,United States,163,http://www.linkedin.com/company/aquant.io,2016,Tech Services,918,925,26654625,4,saas,,,,,$115.6M,https://www.growjo.com/company/Aquant,https://www.indeed.com/jobs?q=company%3A(Aquant),16%,For Contact Direct Phone Numbers and Emails see Lead411
Merchants Bank of Indiana,merchantsbankofindiana.com,Carmel,IN,United States,255,http://www.linkedin.com/company/merchants-bank-of-indiana,2009,Banking,919,926,60501000,5,,,,,,$75.1M,https://www.growjo.com/company/Merchants_Bank_of_Indiana,https://www.indeed.com/jobs?q=company%3A(Merchants Bank of Indiana),16%,For Contact Direct Phone Numbers and Emails see Lead411
Capital Rx,cap-rx.com,New York,NY,United States,383,http://www.linkedin.com/company/cap-rx,2017,Hospital/Healthcare,920,927,137845800,23,,,,,,$97M,https://www.growjo.com/company/Capital_Rx,https://www.indeed.com/jobs?q=company%3A(Capital Rx),14%,For Contact Direct Phone Numbers and Emails see Lead411
Alida,alida.com,Toronto,ON,CAN,421,http://www.linkedin.com/company/alidacxm,,Tech Services,921,928,81394300,1,,,,,,$84.4M,https://www.growjo.com/company/Alida,https://www.indeed.com/jobs?q=company%3A(Alida),14%,For Contact Direct Phone Numbers and Emails see Lead411
Upgrade,upgrade.com,San Francisco,CA,United States,908,http://www.linkedin.com/company/upgrade-inc.,2016,Fintech,922,929,177162700,38,"saas, Education,Healthcare,Pharmaceuticals,Physical Security,Security",CreditEase Fintech Investment Fund,,,6280000000,$587M,https://www.growjo.com/company/Upgrade,https://www.indeed.com/jobs?q=company%3A(Upgrade),37%,For Contact Direct Phone Numbers and Emails see Lead411
spectro cloud,spectrocloud.com,Santa Clara,Ca,United States,128,http://www.linkedin.com/company/spectro-cloud,2019,Tech Services,923,930,19285000,1,,,,,,,https://www.growjo.com/company/spectro_cloud,https://www.indeed.com/jobs?q=company%3A(spectro cloud),73%,For Contact Direct Phone Numbers and Emails see Lead411
Health Gorilla,healthgorilla.com,Palo Alto,CA,United States,140,http://www.linkedin.com/company/healthgorilla,2014,Health,924,931,42666750,22,"Health Care Information Technology, Big Data, Mobile Health","Signal Fire, True Ventures, IA Capital, Nationwide",,,,$28.7M,https://www.growjo.com/company/Health_Gorilla,https://www.indeed.com/jobs?q=company%3A(Health Gorilla),59%,For Contact Direct Phone Numbers and Emails see Lead411
AutoRABIT,autorabit.com,San Ramon,CA,United States,220,http://www.linkedin.com/company/autorabit,2009,Fintech,925,932,32282250,3,"fintech, saas",,,,,$27M,https://www.growjo.com/company/AutoRABIT,https://www.indeed.com/jobs?q=company%3A(AutoRABIT),15%,For Contact Direct Phone Numbers and Emails see Lead411
Sandbox VR,sandboxvr.com,San Mateo,CA,United States,224,http://www.linkedin.com/company/sandboxvr,2016,Entertainment,926,933,51788125,9,"Social Games, Location Based Services, Content, Digital Entertainment, Virtual Reality",,,,,$119M,https://www.growjo.com/company/Sandbox_VR,https://www.indeed.com/jobs?q=company%3A(Sandbox VR),70%,For Contact Direct Phone Numbers and Emails see Lead411
Full,alviere.com,New York,NY,United States,138,http://www.linkedin.com/company/alviere,2020,Fintech,927,934,25311000,1,,,,,,,https://www.growjo.com/company/Full,https://www.indeed.com/jobs?q=company%3A(Full),15%,For Contact Direct Phone Numbers and Emails see Lead411
Trader Joes,traderjoes.com,Monrovia,CA,United States,175,http://www.linkedin.com/company/trader-joes,,Warehousing,928,935,,1,,,,,,,https://www.growjo.com/company/Trader_Joes,https://www.indeed.com/jobs?q=company%3A(Trader Joes),1%,For Contact Direct Phone Numbers and Emails see Lead411
Flock Freight,flockfreight.com,Solana Beach,CA,United States,630,http://www.linkedin.com/company/flock-freight,2015,Transportation,929,936,275762720,24,saas,,,,1300000000,$399M,https://www.growjo.com/company/Flock_Freight,https://www.indeed.com/jobs?q=company%3A(Flock Freight),31%,For Contact Direct Phone Numbers and Emails see Lead411
Altered State Machine â Non Fungible Intelligence,alteredstatemachine.xyz,Auckland,,New Zealand,87,http://www.linkedin.com/company/altered-state-machine,,AI,930,937,13020000,1,,,,,,,https://www.growjo.com/company/Altered_State_Machine_â_Non_Fungible_Intelligence,https://www.indeed.com/jobs?q=company%3A(Altered State Machine â Non Fungible Intelligence),314%,For Contact Direct Phone Numbers and Emails see Lead411
Handshake,joinhandshake.com,San Francisco,CA,United States,831,http://www.linkedin.com/company/team-handshake,2014,EdTech,931,938,174774600,18,"edtech, saas",EQT Ventures fund,,,3500000000,$434M,https://www.growjo.com/company/Handshake,https://www.indeed.com/jobs?q=company%3A(Handshake),42%,For Contact Direct Phone Numbers and Emails see Lead411
Outrider,outrider.ai,Golden,CO,United States,180,http://www.linkedin.com/company/outridertech,2017,Tech Services,932,939,29460375,12,saas,,,,,$118M,https://www.growjo.com/company/Outrider,https://www.indeed.com/jobs?q=company%3A(Outrider),9%,For Contact Direct Phone Numbers and Emails see Lead411
Fatburger North America,fatburger.com,Beverly Hills,CA,United States,469,http://www.linkedin.com/company/fatburger-corporation,1952,Restaurants,933,940,123156250,1,,,,,,,https://www.growjo.com/company/Fatburger_North_America,https://www.indeed.com/jobs?q=company%3A(Fatburger North America),11%,For Contact Direct Phone Numbers and Emails see Lead411
1111 SYSTEMS,1111systems.com,Fairfield,NJ,USA,593,http://www.linkedin.com/company/1111-systems,2020,Tech Services,934,941,109016800,1,,,,,,$586M,https://www.growjo.com/company/1111_SYSTEMS,https://www.indeed.com/jobs?q=company%3A(1111 SYSTEMS),166%,For Contact Direct Phone Numbers and Emails see Lead411
Emilio Health,emiliohealth.com,Palo Alto,CA,United States,240,http://www.linkedin.com/company/emilio-health,2019,Digital Health,935,942,37926000,19,,,,,,$104M,https://www.growjo.com/company/Emilio_Health,https://www.indeed.com/jobs?q=company%3A(Emilio Health),8%,For Contact Direct Phone Numbers and Emails see Lead411
Zero Hash,zerohash.com,Chicago,IL,United States,156,http://www.linkedin.com/company/zerohash,2017,Fintech,936,943,31174000,1,,,,,,$169.9M,https://www.growjo.com/company/Zero_Hash,https://www.indeed.com/jobs?q=company%3A(Zero Hash),100%,For Contact Direct Phone Numbers and Emails see Lead411
Cohere,cohere.com,Toronto,ON,CAN,270,http://www.linkedin.com/company/cohere-ai,,AI,937,944,40700000,1,,Inovia Capital,,,2200000000,$56.1M,https://www.growjo.com/company/Cohere,https://www.indeed.com/jobs?q=company%3A(Cohere),141%,For Contact Direct Phone Numbers and Emails see Lead411
Alm. Brand Group,almbrandgroup.com,København Ø,,Denmark,448,https://www.linkedin.com/company/alm-brand-group,,Finance,938,945,141225000,,,,,,,,https://www.growjo.com/company/Alm._Brand_Group,https://www.indeed.com/jobs?q=company%3A(Alm. Brand Group),339%,For Contact Direct Phone Numbers and Emails see Lead411
Mythical Games,mythicalgames.com,Sherman Oaks,CA,United States,273,http://www.linkedin.com/company/mythical,2018,Gaming,939,946,62322050,1,,"Javelin Venture Partners, Struck Capital, Alumni Ventures Group",,,1250000000,$260M,https://www.growjo.com/company/Mythical_Games,https://www.indeed.com/jobs?q=company%3A(Mythical Games),14%,For Contact Direct Phone Numbers and Emails see Lead411
Pilot Company,pilotflyingj.com,Knoxville,TN,United States,919,http://www.linkedin.com/company/thepilotco,,Retail,940,947,368012400,,,,,,,,https://www.growjo.com/company/Pilot_Company,https://www.indeed.com/jobs?q=company%3A(Pilot Company),18%,For Contact Direct Phone Numbers and Emails see Lead411
MetaMap,metamap.com,San Francisco,CA,United States,422,http://www.linkedin.com/company/metmap,2017,Software,941,948,84875000,,,,,,,,https://www.growjo.com/company/MetaMap,https://www.indeed.com/jobs?q=company%3A(MetaMap),38%,For Contact Direct Phone Numbers and Emails see Lead411
MetaMap,metamap.com,San Francisco,CA,United States,422,http://www.linkedin.com/company/metmap,2017,Fintech,942,949,96037500,1,,,,,,,https://www.growjo.com/company/MetaMap,https://www.indeed.com/jobs?q=company%3A(MetaMap),38%,For Contact Direct Phone Numbers and Emails see Lead411
Better Health,joinbetter.com,San Francisco,CA,United States,74,http://www.linkedin.com/company/joinbetterhealth,2019,Health,943,950,21060000,1,,,,,,$13.5M,https://www.growjo.com/company/Better_Health,https://www.indeed.com/jobs?q=company%3A(Better Health),155%,For Contact Direct Phone Numbers and Emails see Lead411
Silverfort,silverfort.com,Tel Aviv,,Israel,195,http://www.linkedin.com/company/silverfort,2016,IT Security,944,951,44956500,1,saas,,,,,$41.5M,https://www.growjo.com/company/Silverfort,https://www.indeed.com/jobs?q=company%3A(Silverfort),70%,For Contact Direct Phone Numbers and Emails see Lead411
Confluent Health,goconfluent.com,Louisville,KY,United States,70,http://www.linkedin.com/company/confluenthealth,,Health,945,952,17382600,29,"Fitness and Wellness,Healthcare,Pharmaceuticals,Physical Security,Security",,,,,$455.9M,https://www.growjo.com/company/Confluent_Health,https://www.indeed.com/jobs?q=company%3A(Confluent Health),46%,For Contact Direct Phone Numbers and Emails see Lead411
Kodiak Robotics,kodiak.ai,Mountain View,CA,United States,175,http://www.linkedin.com/company/kodiakrobotics,2018,Transportation,946,953,64878400,1,saas,,,,,$165M,https://www.growjo.com/company/Kodiak_Robotics,https://www.indeed.com/jobs?q=company%3A(Kodiak Robotics),55%,For Contact Direct Phone Numbers and Emails see Lead411
Sweeping Corporation of America,sweepingcorp.com,Cleveland,OH,United States,286,http://www.linkedin.com/company/sweepingcorporationofamerica,,Environmental,947,954,67725000,1,,Comerica Incorporated,,,,$60M,https://www.growjo.com/company/Sweeping_Corporation_of_America,https://www.indeed.com/jobs?q=company%3A(Sweeping Corporation of America),12%,For Contact Direct Phone Numbers and Emails see Lead411
Turquoise Health,turquoise.health,San Diego,CA,United States,66,http://www.linkedin.com/company/turquoise-health,2020,Tech Services,948,955,9004500,1,,,,,,,https://www.growjo.com/company/Turquoise_Health,https://www.indeed.com/jobs?q=company%3A(Turquoise Health),154%,For Contact Direct Phone Numbers and Emails see Lead411
VAST data,vastdata.com,New York,NY,United States,469,http://www.linkedin.com/company/vast-data,2016,Analytics,949,956,87477600,13,,Norwest Venture Partners,,,3700000000,$263M,https://www.growjo.com/company/VAST_data,https://www.indeed.com/jobs?q=company%3A(VAST data),37%,For Contact Direct Phone Numbers and Emails see Lead411
data.world,data.world,Austin,TX,United States,209,http://www.linkedin.com/company/data.world,,Analytics,950,957,32959500,1,saas,,,,,$82.3M,https://www.growjo.com/company/data.world,https://www.indeed.com/jobs?q=company%3A(data.world),40%,For Contact Direct Phone Numbers and Emails see Lead411
Aetion,aetion.com,New York,NY,United States,331,http://www.linkedin.com/company/aetion-inc-,2012,Digital Health,951,958,61874400,5,"Healthcare,Pharmaceuticals, saas",New Enterprise Associates (NEA),,,,$203.6M,https://www.growjo.com/company/Aetion,https://www.indeed.com/jobs?q=company%3A(Aetion),22%,For Contact Direct Phone Numbers and Emails see Lead411
Theta Lake,thetalake.com,Santa Barbara,CA,United States,99,http://www.linkedin.com/company/thetalake,2017,AI,952,959,14560000,1,,,,,,$17.7M,https://www.growjo.com/company/Theta_Lake,https://www.indeed.com/jobs?q=company%3A(Theta Lake),68%,For Contact Direct Phone Numbers and Emails see Lead411
Netradyne,netradyne.com,San Diego,CA,United States,557,http://www.linkedin.com/company/netradyne,2015,Analytics,953,960,104013000,1,"Analytics,Transportation",M12,,B2B,,$197.5M,https://www.growjo.com/company/Netradyne,https://www.indeed.com/jobs?q=company%3A(Netradyne),48%,For Contact Direct Phone Numbers and Emails see Lead411
Mighty Buildings,mightybuildings.com,Redwood City,CA,United States,157,http://www.linkedin.com/company/mightybuildings,2017,3D,954,961,30153750,1,,,,,,$101.8M,https://www.growjo.com/company/Mighty_Buildings,https://www.indeed.com/jobs?q=company%3A(Mighty Buildings),11%,For Contact Direct Phone Numbers and Emails see Lead411
Petros PACE Finance,petros-pace.com,Austin,TX,United States,40,http://www.linkedin.com/company/petros-pace-finance,2010,Finance,955,962,6703200,1,,,,,,$10M,https://www.growjo.com/company/Petros_PACE_Finance,https://www.indeed.com/jobs?q=company%3A(Petros PACE Finance),8%,For Contact Direct Phone Numbers and Emails see Lead411
H1,h1insights.com,New York,NY,United States,483,http://www.linkedin.com/company/h1insights,,Tech Services,956,963,93364050,1,,,,,,$170.9M,https://www.growjo.com/company/H1,https://www.indeed.com/jobs?q=company%3A(H1),7%,For Contact Direct Phone Numbers and Emails see Lead411
Lessen,lessen.com,Scottsdale,AZ,United States,356,http://www.linkedin.com/company/lessen-inc,2019,Real Estate Tech,957,964,66497200,1,,"Khosla Ventures, General Catalyst, Navitas Capital",,,1000000000,$205M,https://www.growjo.com/company/Lessen,https://www.indeed.com/jobs?q=company%3A(Lessen),21%,For Contact Direct Phone Numbers and Emails see Lead411
Metropolis,metropolis.io,Los Angeles,CA,United States,219,http://www.linkedin.com/company/metropolisio,,Real Estate Tech,958,965,34615000,1,"Real Estate, Technology, Mobility",,,,,$61M,https://www.growjo.com/company/Metropolis,https://www.indeed.com/jobs?q=company%3A(Metropolis),67%,For Contact Direct Phone Numbers and Emails see Lead411
Narmi,narmi.com,New York,NY,United States,100,http://www.linkedin.com/company/narmi,2016,Fintech,959,966,13650000,1,"Banking, Finance Technology, Credit Unions, Fin Tech",,,,,$20.5M,https://www.growjo.com/company/Narmi,https://www.indeed.com/jobs?q=company%3A(Narmi),67%,For Contact Direct Phone Numbers and Emails see Lead411
H1,h1insights.com,New York,NY,United States,514,http://www.linkedin.com/company/h1co,2017,Digital Health,960,967,96012000,37,saas,,,,,$170.9M,https://www.growjo.com/company/H1,https://www.indeed.com/jobs?q=company%3A(H1),18%,For Contact Direct Phone Numbers and Emails see Lead411
Validere,validere.com,Calgary,AB,CAN,114,http://www.linkedin.com/company/validere,2015,Energy/Oil,961,968,39242875,3,"Artificial Intelligence, Commodities, Oil and Gas, Internet of Things, Connected Devices",,,,,$26.2M,https://www.growjo.com/company/Validere,https://www.indeed.com/jobs?q=company%3A(Validere),8%,For Contact Direct Phone Numbers and Emails see Lead411
4Front Ventures,4frontventures.com,Phoenix,AZ,United States,117,http://www.linkedin.com/company/4front-advisors,2011,Cannabis,962,969,22680000,12,,Eight Capital,,,,$69.9M,https://www.growjo.com/company/4Front_Ventures,https://www.indeed.com/jobs?q=company%3A(4Front Ventures),15%,For Contact Direct Phone Numbers and Emails see Lead411
Provide,getprovide.com,San Francisco,CA,United States,217,http://www.linkedin.com/company/getprovide,,Finance,963,970,60060000,1,,,,,,,https://www.growjo.com/company/Provide,https://www.indeed.com/jobs?q=company%3A(Provide),309%,For Contact Direct Phone Numbers and Emails see Lead411
